age (BP) [1-1],d13C (permil) [1-1],C/N (unitless) [1-1],TOC (mg/g) [1-1],MS (unitless) [1-1],SE (cm yr-1) [1-1],BSi (mg/g) [1-1],age (BP) [2-1],PC1 (unitless) [2-1]
8305,NA,NA,5.319,916.723,0.103,85.655,NA,NA
8310,NA,NA,NA,NA,0.102,NA,NA,NA
8314,-27.29,8.595,5.256,923.299,0.102,57.436,NA,NA
8319,NA,NA,NA,NA,0.102,NA,NA,NA
8324,NA,NA,5.289,932.506,0.101,NA,NA,NA
8329,NA,NA,NA,NA,0.101,NA,NA,NA
8334,NA,NA,6.126,944.343,0.1,71.098,NA,NA
8339,NA,NA,NA,NA,0.099,NA,NA,NA
8344,-27.511,9.008,5.55,952.234,0.098,NA,NA,NA
8349,NA,NA,NA,NA,0.097,NA,NA,NA
8354,NA,NA,5.366,960.126,0.096,68.417,NA,NA
8360,NA,NA,NA,NA,0.096,NA,NA,NA
8365,-27.045,9.738,4.841,966.702,0.095,48.026,NA,NA
8370,NA,NA,NA,NA,0.095,NA,NA,NA
8375,NA,NA,4.842,969.332,0.094,NA,NA,NA
8381,NA,NA,NA,NA,0.094,NA,NA,NA
8386,NA,NA,5.932,966.702,0.094,NA,NA,NA
8391,NA,NA,NA,NA,0.093,NA,NA,NA
8397,NA,NA,4.785,960.126,0.093,73.887,NA,NA
8402,NA,NA,NA,NA,0.092,NA,NA,NA
8408,NA,NA,3.866,956.18,0.092,73.609,NA,NA
8413,NA,NA,NA,NA,0.091,NA,NA,NA
8418,-27.025,9.065,4.045,956.18,0.09,64.572,NA,NA
8424,NA,NA,NA,NA,0.09,NA,NA,NA
8430,NA,NA,5.22,954.865,0.09,NA,NA,NA
8435,NA,NA,NA,NA,0.09,NA,NA,NA
8441,NA,NA,4.923,953.55,0.09,NA,NA,NA
8446,NA,NA,NA,NA,0.089,NA,NA,NA
8452,NA,NA,5.767,949.604,0.089,80.197,NA,NA
8458,NA,NA,NA,NA,0.089,NA,NA,NA
8463,NA,NA,5.796,945.658,0.089,82.372,NA,NA
8469,NA,NA,NA,NA,0.089,NA,NA,NA
8474,-26.817,9.2,5.44,943.028,0.089,59.955,NA,NA
8480,NA,NA,NA,NA,0.089,NA,NA,NA
8486,NA,NA,5.148,937.767,0.089,NA,NA,NA
8491,NA,NA,NA,NA,0.089,NA,NA,NA
8497,NA,NA,6.43,931.19,0.088,85.397,NA,NA
8503,NA,NA,NA,NA,0.089,NA,NA,NA
8508,-26.897,8.96,5.559,925.929,0.089,NA,NA,NA
8514,NA,NA,NA,NA,0.089,NA,NA,NA
8520,NA,NA,3.867,925.929,0.089,73.003,NA,NA
8525,NA,NA,NA,NA,0.089,NA,NA,NA
8531,-26.684,9.04,4.793,932.506,0.089,87.6,NA,NA
8536,NA,NA,NA,NA,0.09,NA,NA,NA
8542,NA,NA,5.768,941.712,0.09,87.223,NA,NA
8547,NA,NA,NA,NA,0.091,NA,NA,NA
8553,NA,NA,5.967,949.604,0.091,NA,NA,NA
8558,NA,NA,NA,NA,0.092,NA,NA,NA
8564,-26.738,9.283,5.365,961.441,0.093,NA,NA,NA
8569,NA,NA,NA,NA,0.093,NA,NA,NA
8575,NA,NA,4.402,973.278,0.094,63.002,NA,NA
8580,NA,NA,NA,NA,0.092,NA,NA,NA
8585,-26.626,9.234,4.972,978.539,0.092,50.554,NA,NA
8591,NA,NA,NA,NA,0.093,NA,NA,NA
8596,NA,NA,5.432,979.854,0.093,NA,NA,NA
8602,NA,NA,NA,NA,0.094,NA,NA,NA
8607,NA,NA,6.961,974.593,0.094,NA,NA,NA
8612,NA,NA,NA,NA,0.096,NA,NA,NA
8617,NA,NA,5.612,964.071,0.094,75.63,NA,NA
8623,NA,NA,NA,NA,0.094,NA,NA,NA
8628,NA,NA,4.624,948.289,0.094,69.522,NA,NA
8633,NA,NA,NA,NA,0.094,NA,NA,NA
8639,-26.881,9.541,5.368,928.56,0.094,62.782,NA,NA
8644,NA,NA,NA,NA,0.094,NA,NA,NA
8649,NA,NA,7.246,910.147,0.094,NA,NA,NA
8655,NA,NA,NA,NA,0.094,NA,NA,NA
8660,NA,NA,6.785,898.309,0.095,NA,NA,NA
8665,NA,NA,NA,NA,0.095,NA,NA,NA
8671,NA,NA,6.46,896.994,0.096,84.383,NA,NA
8676,NA,NA,NA,NA,0.094,NA,NA,NA
8681,NA,NA,5.802,896.994,0.094,87.142,NA,NA
8686,NA,NA,NA,NA,0.093,NA,NA,NA
8692,-27.099,8.838,5.288,895.679,0.097,67.554,NA,NA
8697,NA,NA,NA,NA,0.094,NA,NA,NA
8702,NA,NA,5.138,902.255,0.093,NA,NA,NA
8708,NA,NA,NA,NA,0.097,NA,NA,NA
8713,NA,NA,5.898,916.723,0.092,75.811,NA,NA
8718,NA,NA,NA,NA,0.091,NA,NA,NA
8724,-27.036,9.415,5.44,928.56,0.088,NA,NA,NA
8729,NA,NA,NA,NA,0.092,NA,NA,NA
8735,-27.011,9.091,5.146,933.821,0.091,NA,NA,NA
8740,NA,NA,NA,NA,0.091,NA,NA,NA
8746,-26.883,9.44,5.413,933.821,0.091,NA,NA,NA
8751,NA,NA,NA,NA,0.09,NA,NA,NA
8757,NA,NA,5.881,928.56,0.09,78.116,NA,NA
8763,NA,NA,NA,NA,0.089,NA,NA,NA
8768,NA,NA,5.572,923.299,0.089,NA,NA,NA
8774,NA,NA,NA,NA,0.089,NA,NA,NA
8779,-27.036,8.683,5.115,921.984,0.088,NA,NA,NA
8785,NA,NA,NA,NA,0.088,NA,NA,NA
8791,NA,NA,6.026,925.929,0.088,77.336,NA,NA
8796,NA,NA,NA,NA,0.087,NA,NA,NA
8802,-26.867,9.23,6.555,929.875,0.087,61.505,NA,NA
8808,NA,NA,NA,NA,0.087,NA,NA,NA
8814,NA,NA,6.122,939.082,0.087,NA,NA,NA
8819,NA,NA,NA,NA,0.086,NA,NA,NA
8825,NA,NA,5.596,952.234,0.086,NA,NA,NA
8831,NA,NA,NA,NA,0.086,NA,NA,NA
8837,-26.764,8.872,4.813,968.017,0.086,NA,NA,NA
8843,NA,NA,NA,NA,0.085,NA,NA,NA
8849,NA,NA,5.475,978.539,0.085,86.871,NA,NA
8854,NA,NA,NA,NA,0.085,NA,NA,NA
8860,NA,NA,4.914,981.17,0.085,NA,NA,NA
8866,NA,NA,NA,NA,0.084,NA,NA,NA
8872,-26.654,9.298,4.83,979.854,0.084,NA,NA,NA
8878,NA,NA,NA,NA,0.084,NA,NA,NA
8884,NA,NA,5.607,975.909,0.084,87.357,NA,NA
8890,NA,NA,NA,NA,0.083,NA,NA,NA
8896,NA,NA,4.498,971.963,0.083,80.122,NA,NA
8902,NA,NA,NA,NA,0.083,NA,NA,NA
8908,-26.779,9.031,5.652,970.648,0.083,NA,NA,NA
8914,NA,NA,NA,NA,0.082,NA,NA,NA
8920,NA,NA,6.495,971.963,0.082,98.575,NA,NA
8926,NA,NA,NA,NA,0.082,NA,NA,NA
8932,NA,NA,5.245,981.17,0.082,NA,NA,NA
8938,NA,NA,NA,NA,0.082,NA,NA,NA
8945,NA,NA,4.259,996.953,0.082,NA,NA,NA
8951,NA,NA,NA,NA,0.081,NA,NA,NA
8957,NA,NA,4.645,1011.42,0.081,81.731,NA,NA
8963,NA,NA,NA,NA,0.081,NA,NA,NA
8969,NA,NA,4.813,1020.627,0.081,NA,NA,NA
8975,NA,NA,NA,NA,0.081,NA,NA,NA
8982,-26.677,9.114,5.558,1024.573,0.081,73.6,NA,NA
8988,NA,NA,NA,NA,0.08,NA,NA,NA
8994,NA,NA,5.279,1025.888,0.08,NA,NA,NA
9000,NA,NA,NA,NA,0.08,NA,NA,NA
9007,NA,NA,5.126,1024.573,0.079,NA,NA,NA
9013,NA,NA,NA,NA,0.08,NA,NA,NA
9019,-26.636,9.366,5.05,1021.942,0.08,NA,NA,NA
9025,NA,NA,NA,NA,0.079,NA,NA,NA
9032,NA,NA,5.135,1015.366,0.079,NA,NA,NA
9038,NA,NA,NA,NA,0.079,NA,NA,NA
9044,-26.82,9.375,5.339,1007.474,0.079,55.177,NA,NA
9051,NA,NA,NA,NA,0.079,NA,NA,NA
9057,NA,NA,4.676,1002.213,0.079,NA,NA,NA
9063,NA,NA,NA,NA,0.079,NA,NA,NA
9070,NA,NA,5.242,1004.844,0.079,NA,NA,NA
9076,NA,NA,NA,NA,0.078,NA,NA,NA
9082,-26.483,9.225,4.236,1014.051,0.078,NA,NA,NA
9089,NA,NA,NA,NA,0.078,NA,NA,NA
9095,NA,NA,4.269,1024.573,0.078,NA,NA,NA
9101,NA,NA,NA,NA,0.077,NA,NA,NA
9108,-26.451,9.509,6.332,1035.094,0.076,51.671,NA,NA
9115,NA,NA,NA,NA,0.076,NA,NA,NA
9121,NA,NA,4.822,1045.616,0.075,NA,NA,NA
9128,NA,NA,NA,NA,0.075,NA,NA,NA
9134,NA,NA,6.575,1061.399,0.075,NA,NA,NA
9141,NA,NA,NA,NA,0.075,NA,NA,NA
9148,NA,NA,4.551,1078.497,0.074,NA,NA,NA
9154,NA,NA,NA,NA,0.074,NA,NA,NA
9161,NA,NA,4.542,1090.335,0.074,NA,NA,NA
9168,NA,NA,NA,NA,0.074,NA,NA,NA
9175,-26.723,8.768,5.073,1094.28,0.073,48.238,NA,NA
9182,NA,NA,NA,NA,0.073,NA,NA,NA
9189,NA,NA,4.945,1096.911,0.073,NA,NA,NA
9195,NA,NA,NA,NA,0.072,NA,NA,NA
9202,-27.005,13.673,4.223,1098.226,0.072,NA,NA,NA
9209,NA,NA,NA,NA,0.072,NA,NA,NA
9216,NA,NA,3.963,1092.965,0.072,NA,NA,NA
9223,NA,NA,NA,NA,0.072,NA,NA,NA
9230,NA,NA,3.971,1079.813,0.072,NA,NA,NA
9237,NA,NA,NA,NA,0.072,NA,NA,NA
9244,-26.439,9.422,5.085,1064.03,0.072,66.1,NA,NA
9251,NA,NA,NA,NA,0.072,NA,NA,NA
9258,NA,NA,4.38,1046.932,0.072,NA,NA,NA
9265,NA,NA,NA,NA,0.073,NA,NA,NA
9272,NA,NA,6.152,1028.518,0.073,NA,NA,NA
9278,NA,NA,NA,NA,0.073,NA,NA,NA
9285,-26.715,9.407,5.404,1008.79,0.073,NA,NA,NA
9292,NA,NA,NA,NA,0.073,NA,NA,NA
9299,NA,NA,5.843,993.007,0.074,NA,NA,NA
9306,NA,NA,NA,NA,0.074,NA,NA,NA
9313,-26.59,8.377,4.085,994.322,0.074,52.823,NA,NA
9319,NA,NA,NA,NA,0.075,NA,NA,NA
9326,NA,NA,3.682,1007.474,0.075,NA,NA,NA
9333,NA,NA,NA,NA,0.076,NA,NA,NA
9339,-26.533,10.238,4.684,1023.257,0.076,NA,NA,NA
9346,NA,NA,NA,NA,0.077,NA,NA,NA
9352,NA,NA,5.6,1032.464,0.077,NA,NA,NA
9359,NA,NA,NA,NA,0.078,NA,NA,NA
9365,NA,NA,4.917,1042.986,0.079,NA,NA,NA
9372,NA,NA,NA,NA,0.079,NA,NA,NA
9378,-26.46,8.643,4.442,1054.823,0.08,54.332,NA,NA
9384,NA,NA,NA,NA,0.081,NA,NA,NA
9390,-26.656,9.621,3.469,1070.606,0.082,NA,NA,NA
9396,NA,NA,NA,NA,0.082,NA,NA,NA
9403,NA,NA,4.779,1087.704,0.082,NA,NA,NA
9409,NA,NA,NA,NA,0.082,NA,NA,NA
9415,NA,NA,4.967,1110.063,0.082,NA,NA,NA
9421,NA,NA,NA,NA,0.082,NA,NA,NA
9427,NA,NA,3.529,1138.998,0.083,NA,NA,NA
9433,NA,NA,NA,NA,0.083,NA,NA,NA
9439,-26.067,8.757,3.817,1166.619,0.083,50.579,NA,NA
9445,NA,NA,NA,NA,0.084,NA,NA,NA
9451,NA,NA,3.72,1186.347,0.084,NA,NA,NA
9457,NA,NA,NA,NA,0.084,NA,NA,NA
9463,-26.429,9.937,3.481,1195.554,0.085,NA,NA,NA
9469,NA,NA,NA,NA,0.085,NA,NA,NA
9475,NA,NA,4.141,1202.13,0.085,NA,NA,NA
9481,NA,NA,NA,NA,0.085,NA,NA,NA
9486,NA,NA,4.216,1211.337,0.086,NA,NA,NA
9492,NA,NA,NA,NA,0.086,NA,NA,NA
9498,-26.031,9.183,3.505,1227.12,0.087,46,NA,NA
9504,NA,NA,NA,NA,0.087,NA,NA,NA
9510,NA,NA,3.842,1253.424,0.086,NA,NA,NA
9515,NA,NA,NA,NA,0.088,NA,NA,NA
9521,NA,NA,2.621,1284.99,0.088,NA,NA,NA
9527,NA,NA,NA,NA,0.089,NA,NA,NA
9532,-25.882,9.017,3.268,1315.241,0.09,NA,NA,NA
9538,NA,NA,NA,NA,0.09,NA,NA,NA
9543,NA,NA,3.556,1334.969,0.091,NA,NA,NA
9549,NA,NA,NA,NA,0.091,NA,NA,NA
9554,NA,NA,3.73,1329.708,0.092,53.213,NA,NA
9560,NA,NA,NA,NA,0.093,NA,NA,NA
9565,NA,NA,3.672,1299.458,0.093,NA,NA,NA
9571,NA,NA,NA,NA,0.094,NA,NA,NA
9576,-26.302,10.77,3.325,1261.316,0.095,NA,NA,NA
9581,NA,NA,NA,NA,0.096,NA,NA,NA
9586,NA,NA,3.275,1220.543,0.097,NA,NA,NA
9592,NA,NA,NA,NA,0.098,NA,NA,NA
9597,NA,NA,5.22,1181.086,0.099,NA,NA,NA
9602,NA,NA,NA,NA,0.1,NA,NA,NA
9607,NA,NA,4.817,1149.52,0.101,49.451,NA,NA
9612,NA,NA,NA,NA,0.103,NA,NA,NA
9616,NA,NA,3.813,1133.737,0.104,NA,NA,NA
9621,NA,NA,NA,NA,0.105,NA,NA,NA
9626,NA,NA,3.756,1128.477,0.107,NA,NA,NA
9631,NA,NA,NA,NA,0.108,NA,NA,NA
9635,NA,NA,3.492,1124.531,0.11,NA,NA,NA
9640,NA,NA,NA,NA,0.116,NA,NA,NA
9644,NA,NA,3.621,1127.161,0.113,NA,NA,NA
9649,NA,NA,NA,NA,0.115,NA,NA,NA
9653,NA,NA,3.7,1146.89,0.116,61.321,NA,NA
9657,NA,NA,NA,NA,0.118,NA,NA,NA
9661,NA,NA,4.891,1183.717,0.121,NA,NA,NA
9666,NA,NA,NA,NA,0.124,NA,NA,NA
9670,NA,NA,4.489,1242.903,0.129,NA,NA,NA
9674,NA,NA,NA,NA,0.133,NA,NA,NA
9677,NA,NA,3.776,1346.806,0.142,NA,NA,NA
9681,NA,NA,NA,NA,0.143,NA,NA,NA
9684,NA,NA,4.377,1490.168,0.148,NA,NA,NA
9688,NA,NA,NA,NA,0.152,NA,NA,NA
9691,NA,NA,1.504,1646.681,0.157,57.8,NA,NA
9694,NA,NA,NA,NA,0.162,NA,NA,NA
9697,NA,NA,NA,1715.074,0.166,NA,NA,NA
9700,NA,NA,NA,NA,0.171,NA,NA,NA
9703,NA,NA,3.404,1634.844,0.176,NA,NA,NA
9706,NA,NA,NA,NA,0.181,NA,NA,NA
9709,NA,NA,4.068,1480.961,0.186,NA,NA,NA
9712,NA,NA,NA,NA,0.19,NA,NA,NA
9714,NA,NA,4.169,1341.546,0.194,NA,NA,NA
9717,NA,NA,NA,NA,0.198,NA,NA,NA
9719,NA,NA,3.478,1253.424,0.2,54.288,NA,NA
9722,NA,NA,NA,NA,0.203,NA,NA,NA
9724,NA,NA,3.551,1194.239,0.206,NA,NA,NA
9727,NA,NA,NA,NA,0.209,NA,NA,NA
9729,NA,NA,3.24,1153.466,0.21,NA,NA,NA
9731,NA,NA,NA,NA,0.211,NA,NA,NA
9734,NA,NA,3.296,1114.009,0.213,NA,NA,NA
9736,NA,NA,NA,NA,0.212,NA,NA,NA
9738,NA,NA,2.703,1061.399,0.212,NA,NA,NA
9741,NA,NA,NA,NA,0.211,NA,NA,NA
9743,NA,NA,2.535,974.593,0.209,48.526,NA,NA
9746,NA,NA,NA,NA,0.207,NA,NA,NA
9748,NA,NA,3.882,835.178,0.204,NA,NA,NA
9750,NA,NA,NA,NA,0.192,NA,NA,NA
9753,NA,NA,NA,NA,0.196,NA,NA,NA
9756,NA,NA,NA,NA,0.192,NA,NA,NA
9758,NA,NA,NA,NA,0.188,NA,NA,NA
9761,NA,NA,NA,NA,0.183,NA,NA,NA
9764,NA,NA,NA,NA,0.179,NA,NA,NA
9766,NA,NA,NA,NA,0.175,NA,NA,NA
9769,NA,NA,NA,NA,0.17,NA,NA,NA
9772,NA,NA,NA,NA,0.166,NA,NA,NA
9775,NA,NA,NA,NA,0.162,NA,NA,NA
9778,NA,NA,NA,NA,0.157,NA,NA,NA
9782,NA,NA,4.534,NA,0.153,53.222,NA,NA
9785,NA,NA,NA,NA,0.148,NA,NA,NA
9788,-26.365,9.939,4.361,459.019,0.144,NA,NA,NA
9792,NA,NA,NA,NA,0.139,NA,NA,NA
9795,NA,NA,3.149,612.902,0.135,NA,NA,NA
9799,NA,NA,NA,NA,0.148,NA,NA,NA
9802,-25.942,9.589,3.019,751.002,0.124,62,NA,NA
9806,NA,NA,NA,NA,0.12,NA,NA,NA
9811,NA,NA,3.095,849.646,0.116,NA,NA,NA
9815,NA,NA,NA,NA,0.114,NA,NA,NA
9819,NA,NA,2.825,908.831,0.112,NA,NA,NA
9824,NA,NA,NA,NA,0.111,NA,NA,NA
9828,-26.059,8.934,3.878,945.658,0.11,NA,NA,NA
9833,NA,NA,NA,NA,0.11,NA,NA,NA
9837,NA,NA,3.629,974.593,0.109,NA,NA,NA
9842,NA,NA,NA,NA,0.108,NA,NA,NA
9846,-26.471,8.944,3.352,996.953,0.108,48.315,NA,NA
9851,NA,NA,NA,NA,0.108,NA,NA,NA
9856,NA,NA,2.938,1016.681,0.112,NA,NA,NA
9860,NA,NA,NA,NA,0.11,NA,NA,NA
9865,-26.839,11.179,2.909,1036.41,0.112,NA,NA,NA
9869,NA,NA,NA,NA,0.111,NA,NA,NA
9874,NA,NA,2.786,1050.877,0.116,NA,NA,NA
9878,NA,NA,NA,NA,0.118,NA,NA,NA
9882,NA,NA,3.131,1054.823,0.121,NA,NA,NA
9886,NA,NA,NA,NA,0.125,NA,NA,NA
9890,-26.242,8.67,2.694,1053.508,0.129,52.332,NA,NA
9894,NA,NA,NA,NA,0.134,NA,NA,NA
9898,NA,NA,2.561,1056.138,0.137,NA,NA,NA
9902,NA,NA,NA,NA,0.147,NA,NA,NA
9905,-26.487,9.22,2.705,1066.66,0.152,NA,NA,NA
9908,NA,NA,NA,NA,0.158,NA,NA,NA
9911,NA,NA,2.574,1067.976,0.165,NA,NA,NA
9914,NA,NA,NA,NA,0.171,NA,NA,NA
9917,NA,NA,4.993,1057.454,0.179,NA,NA,NA
9920,NA,NA,NA,NA,0.186,NA,NA,NA
9923,-26.793,8.777,3.666,1046.932,0.194,45.255,NA,NA
9925,NA,NA,NA,NA,0.2,NA,NA,NA
9928,NA,NA,2.486,1058.769,0.212,NA,NA,NA
9930,NA,NA,NA,NA,0.222,NA,NA,NA
9933,-26.288,9.691,2.031,1083.758,0.232,NA,NA,NA
9935,NA,NA,NA,NA,0.243,NA,NA,NA
9937,NA,NA,3.273,1102.172,0.254,NA,NA,NA
9939,NA,NA,NA,NA,0.265,NA,NA,NA
9941,NA,NA,2.465,1111.378,0.278,NA,NA,NA
9942,NA,NA,NA,NA,0.291,NA,NA,NA
9944,-25.465,8.589,2.681,1115.324,0.294,54.2,NA,NA
9946,NA,NA,NA,NA,0.319,NA,NA,NA
9947,NA,NA,2.361,1123.216,0.336,NA,NA,NA
9949,NA,NA,NA,NA,0.352,NA,NA,NA
9950,NA,NA,2.221,1138.998,0.369,NA,NA,NA
9952,NA,NA,NA,NA,0.388,NA,NA,NA
9953,-25.36,9.493,2.582,1156.097,0.405,NA,NA,NA
9954,NA,NA,NA,NA,0.426,NA,NA,NA
9955,NA,NA,2.573,1162.673,0.446,NA,NA,NA
9957,NA,NA,NA,NA,0.467,NA,NA,NA
9958,-25.826,8.815,2.981,1154.781,0.49,45.891,NA,NA
9959,NA,NA,NA,NA,0.513,NA,NA,NA
9960,NA,NA,2.938,1142.944,0.535,NA,NA,NA
9961,NA,NA,NA,NA,0.549,NA,NA,NA
9961,-26.182,10.027,3.021,1131.107,0.575,NA,NA,NA
9962,NA,NA,NA,NA,0.599,NA,NA,NA
9963,NA,NA,2.821,1123.216,0.617,NA,NA,NA
9964,NA,NA,NA,NA,0.637,NA,NA,NA
9965,NA,NA,3.051,1123.216,0.658,NA,NA,NA
9965,NA,NA,NA,NA,0.676,NA,NA,NA
9966,-25.77,8.489,2.534,1127.161,0.694,47.882,NA,NA
9967,NA,NA,NA,NA,0.704,NA,NA,NA
9968,NA,NA,2.346,1128.477,0.714,NA,NA,NA
9968,NA,NA,NA,NA,0.719,NA,NA,NA
9969,-26.113,10.167,2.584,1128.477,0.725,NA,NA,NA
9970,NA,NA,NA,NA,0.719,NA,NA,NA
9970,NA,NA,3.038,1129.792,0.714,NA,NA,NA
9971,NA,NA,NA,NA,0.709,NA,NA,NA
9972,NA,NA,2.411,1132.422,0.699,NA,NA,NA
9973,NA,NA,NA,NA,0.69,NA,NA,NA
9973,-25.557,10.208,2.045,1140.314,0.68,48.819,NA,NA
9974,NA,NA,NA,NA,0.662,NA,NA,NA
9975,NA,NA,2.734,1148.205,0.645,NA,NA,NA
9976,NA,NA,NA,NA,0.625,NA,NA,NA
9976,-26.322,10.375,2.178,1150.836,0.61,NA,NA,NA
9977,NA,NA,NA,NA,0.595,NA,NA,NA
9978,NA,NA,2.98,1156.097,0.571,NA,NA,NA
9979,NA,NA,NA,NA,0.546,NA,NA,NA
9980,NA,NA,2.894,1162.673,0.515,NA,NA,NA
9981,NA,NA,NA,NA,0.483,NA,NA,NA
9982,-25.542,8.288,2.307,1165.303,0.45,56.4,NA,NA
9983,NA,NA,NA,NA,0.424,NA,NA,NA
9984,NA,NA,2.258,1161.358,0.398,NA,NA,NA
9985,NA,NA,NA,NA,0.377,NA,NA,NA
9987,NA,NA,2.148,1156.097,0.36,NA,NA,NA
9988,NA,NA,NA,NA,0.342,NA,NA,NA
9990,-25.378,9.069,2.641,1149.52,0.327,NA,NA,NA
9991,NA,NA,NA,NA,0.315,NA,NA,NA
9993,NA,NA,2.428,1144.259,0.405,NA,NA,NA
9994,NA,NA,NA,NA,0.463,NA,NA,NA
9995,-25.636,9.216,1.94,1145.575,0.532,37.53,NA,NA
9996,NA,NA,NA,NA,0.613,NA,NA,NA
9997,NA,NA,2.277,1156.097,0.709,NA,NA,NA
9997,NA,NA,NA,NA,0.84,NA,NA,NA
9998,-26.374,11.852,1.671,1169.249,0.99,NA,NA,NA
9999,NA,NA,NA,NA,1.163,NA,NA,NA
9999,NA,NA,3.001,1185.032,1.351,NA,NA,NA
9999,NA,NA,NA,NA,1.563,NA,NA,NA
10000,NA,NA,2.854,1195.554,1.786,NA,NA,NA
