year (AD),age (BP),accumulation (gcm-2a-1),depth_top_m (m),thicnkess_m (m)
-30481,32431,0.137,2137.85,0.02
-30508,32458,0.168,2138.4,0.025
-30531,32481,0.169,2138.95,0.025
-30553,32503,0.149,2139.5,0.022
-30578,32528,0.156,2140.05,0.023
-30602,32552,0.167,2140.6,0.024
-30625,32575,0.18,2141.15,0.026
-30645,32595,0.154,2141.7,0.022
-30670,32620,0.182,2142.25,0.027
-30691,32641,0.154,2142.8,0.022
-30715,32665,0.161,2143.35,0.024
-30738,32688,0.155,2143.9,0.022
-30763,32713,0.158,2144.45,0.023
-30787,32737,0.18,2145,0.026
-30808,32758,0.183,2145.55,0.027
-30829,32779,0.146,2146.1,0.021
-30855,32805,0.189,2146.65,0.027
-30875,32825,0.177,2147.2,0.025
-30896,32846,0.159,2147.75,0.023
-30920,32870,0.149,2148.3,0.021
-30946,32896,0.131,2148.85,0.019
-30975,32925,0.09,2149.4,0.013
-31017,32967,0.084,2149.95,0.012
-31063,33013,0.101,2150.5,0.015
-31101,33051,0.108,2151.05,0.015
-31136,33086,0.093,2151.6,0.013
-31177,33127,0.102,2152.15,0.015
-31215,33165,0.099,2152.7,0.014
-31254,33204,0.092,2153.25,0.013
-31296,33246,0.092,2153.8,0.013
-31338,33288,0.082,2154.35,0.012
-31385,33335,0.056,2154.9,0.008
-31454,33404,0.089,2155.45,0.013
-31497,33447,0.094,2156,0.013
-31539,33489,0.108,2156.55,0.015
-31575,33525,0.1,2157.1,0.014
-31613,33563,0.091,2157.65,0.013
-31656,33606,0.101,2158.2,0.014
-31694,33644,0.077,2158.75,0.011
-31745,33695,0.093,2159.3,0.013
-31787,33737,0.083,2159.85,0.012
-31834,33784,0.092,2160.4,0.013
-31876,33826,0.109,2160.95,0.015
-31912,33862,0.093,2161.5,0.013
-31954,33904,0.101,2162.05,0.014
-31993,33943,0.114,2162.6,0.016
-32027,33977,0.126,2163.15,0.018
-32059,34009,0.142,2163.7,0.02
-32086,34036,0.121,2164.25,0.017
-32119,34069,0.156,2164.8,0.022
-32144,34094,0.155,2165.35,0.022
-32169,34119,0.14,2165.9,0.019
-32198,34148,0.148,2166.45,0.021
-32224,34174,0.141,2167,0.02
-32252,34202,0.116,2167.55,0.016
-32287,34237,0.118,2168.1,0.016
-32320,34270,0.111,2168.65,0.015
-32356,34306,0.147,2169.2,0.02
-32383,34333,0.14,2169.75,0.019
-32411,34361,0.116,2170.3,0.016
-32446,34396,0.13,2170.85,0.018
-32476,34426,0.139,2171.4,0.019
-32505,34455,0.133,2171.95,0.018
-32535,34485,0.148,2172.5,0.02
-32562,34512,0.141,2173.05,0.019
-32590,34540,0.165,2173.6,0.023
-32614,34564,0.151,2174.15,0.021
-32641,34591,0.15,2174.7,0.021
-32668,34618,0.165,2175.25,0.023
-32692,34642,0.14,2175.8,0.019
-32721,34671,0.185,2176.35,0.025
-32742,34692,0.152,2176.9,0.021
-32769,34719,0.15,2177.45,0.02
-32796,34746,0.152,2178,0.021
-32822,34772,0.151,2178.55,0.021
-32849,34799,0.155,2179.1,0.021
-32875,34825,0.154,2179.65,0.021
-32902,34852,0.166,2180.2,0.022
-32926,34876,0.159,2180.75,0.021
-32952,34902,0.17,2181.3,0.023
-32976,34926,0.169,2181.85,0.023
-33000,34950,0.176,2182.4,0.024
-33023,34973,0.143,2182.95,0.019
-33051,35001,0.164,2183.5,0.022
-33076,35026,0.173,2184.05,0.023
-33100,35050,0.167,2184.6,0.022
-33124,35074,0.166,2185.15,0.022
-33149,35099,0.154,2185.7,0.021
-33176,35126,0.159,2186.25,0.021
-33201,35151,0.14,2186.8,0.019
-33231,35181,0.179,2187.35,0.024
-33254,35204,0.182,2187.9,0.024
-33276,35226,0.167,2188.45,0.022
-33301,35251,0.182,2189,0.024
-33324,35274,0.184,2189.55,0.025
-33346,35296,0.164,2190.1,0.022
-33371,35321,0.177,2190.65,0.024
-33395,35345,0.169,2191.2,0.022
-33419,35369,0.176,2191.75,0.023
-33443,35393,0.179,2192.3,0.024
-33466,35416,0.168,2192.85,0.022
-33491,35441,0.174,2193.4,0.023
-33515,35465,0.165,2193.95,0.022
-33540,35490,0.188,2194.5,0.025
-33562,35512,0.176,2195.05,0.023
-33586,35536,0.191,2195.6,0.025
-33608,35558,0.175,2196.15,0.023
-33632,35582,0.194,2196.7,0.025
-33653,35603,0.197,2197.25,0.026
-33675,35625,0.183,2197.8,0.024
-33698,35648,0.207,2198.35,0.027
-33718,35668,0.171,2198.9,0.022
-33742,35692,0.18,2199.45,0.024
-33766,35716,0.127,2200,0.017
-33799,35749,0.111,2200.55,0.014
-33837,35787,0.12,2201.1,0.016
-33872,35822,0.114,2201.65,0.015
-33909,35859,0.109,2202.2,0.014
-33948,35898,0.11,2202.75,0.014
-33987,35937,0.09,2203.3,0.012
-34034,35984,0.1,2203.85,0.013
-34077,36027,0.104,2204.4,0.013
-34118,36068,0.074,2204.95,0.01
-34175,36125,0.113,2205.5,0.015
-34213,36163,0.07,2206.05,0.009
-34274,36224,0.081,2206.6,0.01
-34327,36277,0.086,2207.15,0.011
-34377,36327,0.086,2207.7,0.011
-34427,36377,0.085,2208.25,0.011
-34477,36427,0.084,2208.8,0.011
-34528,36478,0.104,2209.35,0.013
-34570,36520,0.091,2209.9,0.012
-34617,36567,0.089,2210.45,0.011
-34665,36615,0.088,2211,0.011
-34714,36664,0.072,2211.55,0.009
-34774,36724,0.095,2212.1,0.012
-34820,36770,0.093,2212.65,0.012
-34866,36816,0.097,2213.2,0.012
-34911,36861,0.068,2213.75,0.009
-34974,36924,0.075,2214.3,0.009
-35032,36982,0.085,2214.85,0.011
-35083,37033,0.07,2215.4,0.009
-35145,37095,0.096,2215.95,0.012
-35191,37141,0.105,2216.5,0.013
-35232,37182,0.092,2217.05,0.012
-35280,37230,0.099,2217.6,0.013
-35324,37274,0.091,2218.15,0.011
-35372,37322,0.09,2218.7,0.011
-35420,37370,0.089,2219.25,0.011
-35469,37419,0.106,2219.8,0.013
-35511,37461,0.115,2220.35,0.014
-35549,37499,0.134,2220.9,0.017
-35582,37532,0.119,2221.45,0.015
-35618,37568,0.138,2222,0.017
-35650,37600,0.176,2222.55,0.022
-35675,37625,0.117,2223.1,0.015
-35713,37663,0.103,2223.65,0.013
-35756,37706,0.088,2224.2,0.011
-35806,37756,0.12,2224.75,0.015
-35843,37793,0.113,2225.3,0.014
-35882,37832,0.102,2225.85,0.013
-35926,37876,0.11,2226.4,0.014
-35966,37916,0.102,2226.95,0.013
-36010,37960,0.113,2227.5,0.014
-36049,37999,0.104,2228.05,0.013
-36092,38042,0.087,2228.6,0.011
-36143,38093,0.078,2229.15,0.01
-36201,38151,0.127,2229.7,0.016
-36236,38186,0.082,2230.25,0.01
-36291,38241,0.087,2230.8,0.011
-36342,38292,0.104,2231.35,0.013
-36386,38336,0.132,2231.9,0.016
-36420,38370,0.11,2232.45,0.013
-36461,38411,0.115,2233,0.014
-36500,38450,0.118,2233.55,0.014
-36538,38488,0.137,2234.1,0.017
-36571,38521,0.143,2234.65,0.017
-36602,38552,0.157,2235.2,0.019
-36631,38581,0.144,2235.75,0.017
-36663,38613,0.143,2236.3,0.017
-36695,38645,0.134,2236.85,0.016
-36728,38678,0.143,2237.4,0.017
-36760,38710,0.153,2237.95,0.018
-36790,38740,0.14,2238.5,0.017
-36823,38773,0.146,2239.05,0.018
-36854,38804,0.17,2239.6,0.02
-36881,38831,0.162,2240.15,0.019
-36909,38859,0.163,2240.7,0.019
-36937,38887,0.167,2241.25,0.02
-36965,38915,0.182,2241.8,0.022
-36990,38940,0.174,2242.35,0.021
-37016,38966,0.151,2242.9,0.018
-37047,38997,0.116,2243.45,0.014
-37086,39036,0.123,2244,0.015
-37124,39074,0.105,2244.55,0.013
-37168,39118,0.102,2245.1,0.012
-37213,39163,0.081,2245.65,0.01
-37270,39220,0.109,2246.2,0.013
-37312,39262,0.089,2246.75,0.011
-37365,39315,0.104,2247.3,0.012
-37409,39359,0.077,2247.85,0.009
-37470,39420,0.079,2248.4,0.009
-37529,39479,0.107,2248.95,0.013
-37573,39523,0.092,2249.5,0.011
-37624,39574,0.073,2250.05,0.009
-37687,39637,0.086,2250.6,0.01
-37741,39691,0.12,2251.15,0.014
-37780,39730,0.099,2251.7,0.012
-37828,39778,0.135,2252.25,0.016
-37862,39812,0.156,2252.8,0.018
-37893,39843,0.125,2253.35,0.015
-37930,39880,0.124,2253.9,0.014
-37968,39918,0.129,2254.45,0.015
-38005,39955,0.118,2255,0.014
-38044,39994,0.118,2255.55,0.014
-38084,40034,0.151,2256.1,0.018
-38116,40066,0.121,2256.65,0.014
-38155,40105,0.135,2257.2,0.016
-38190,40140,0.124,2257.75,0.014
-38228,40178,0.159,2258.3,0.018
-38258,40208,0.153,2258.85,0.018
-38289,40239,0.167,2259.4,0.019
-38318,40268,0.146,2259.95,0.017
-38350,40300,0.156,2260.5,0.018
-38381,40331,0.157,2261.05,0.018
-38411,40361,0.161,2261.6,0.018
-38441,40391,0.153,2262.15,0.018
-38472,40422,0.156,2262.7,0.018
-38503,40453,0.149,2263.25,0.017
-38535,40485,0.175,2263.8,0.02
-38563,40513,0.184,2264.35,0.021
-38589,40539,0.176,2264.9,0.02
-38616,40566,0.191,2265.45,0.022
-38642,40592,0.155,2266,0.018
-38673,40623,0.168,2266.55,0.019
-38701,40651,0.174,2267.1,0.02
-38729,40679,0.171,2267.65,0.019
-38758,40708,0.154,2268.2,0.018
-38789,40739,0.149,2268.75,0.017
-38822,40772,0.175,2269.3,0.02
-38850,40800,0.161,2269.85,0.018
-38880,40830,0.124,2270.4,0.014
-38919,40869,0.105,2270.95,0.012
-38966,40916,0.091,2271.5,0.01
-39020,40970,0.078,2272.05,0.009
-39082,41032,0.074,2272.6,0.008
-39148,41098,0.089,2273.15,0.01
-39204,41154,0.082,2273.7,0.009
-39264,41214,0.081,2274.25,0.009
-39324,41274,0.085,2274.8,0.009
-39382,41332,0.102,2275.35,0.011
-39431,41381,0.106,2275.9,0.012
-39477,41427,0.088,2276.45,0.01
-39533,41483,0.092,2277,0.01
-39587,41537,0.098,2277.55,0.011
-39637,41587,0.083,2278.1,0.009
-39697,41647,0.095,2278.65,0.011
-39749,41699,0.106,2279.2,0.012
-39796,41746,0.096,2279.75,0.011
-39848,41798,0.106,2280.3,0.012
-39895,41845,0.127,2280.85,0.014
-39935,41885,0.138,2281.4,0.015
-39971,41921,0.141,2281.95,0.015
-40006,41956,0.151,2282.5,0.017
-40039,41989,0.164,2283.05,0.018
-40070,42020,0.142,2283.6,0.015
-40105,42055,0.127,2284.15,0.014
-40145,42095,0.133,2284.7,0.015
-40183,42133,0.119,2285.25,0.013
-40225,42175,0.132,2285.8,0.014
-40264,42214,0.13,2286.35,0.014
-40302,42252,0.13,2286.9,0.014
-40341,42291,0.134,2287.45,0.015
-40379,42329,0.138,2288,0.015
-40416,42366,0.151,2288.55,0.016
-40449,42399,0.131,2289.1,0.014
-40488,42438,0.124,2289.65,0.013
-40529,42479,0.126,2290.2,0.014
-40569,42519,0.132,2290.75,0.014
-40608,42558,0.156,2291.3,0.017
-40641,42591,0.144,2291.85,0.015
-40676,42626,0.141,2292.4,0.015
-40712,42662,0.146,2292.95,0.016
-40747,42697,0.135,2293.5,0.015
-40785,42735,0.149,2294.05,0.016
-40820,42770,0.136,2294.6,0.015
-40858,42808,0.135,2295.15,0.014
-40896,42846,0.141,2295.7,0.015
-40932,42882,0.149,2296.25,0.016
-40967,42917,0.16,2296.8,0.017
-40999,42949,0.17,2297.35,0.018
-41030,42980,0.167,2297.9,0.018
-41061,43011,0.167,2298.45,0.018
-41092,43042,0.163,2299,0.017
-41124,43074,0.166,2299.55,0.018
-41155,43105,0.182,2300.1,0.019
-41184,43134,0.159,2300.65,0.017
-41216,43166,0.18,2301.2,0.019
-41245,43195,0.163,2301.75,0.017
-41277,43227,0.156,2302.3,0.016
-41311,43261,0.176,2302.85,0.018
-41341,43291,0.151,2303.4,0.016
-41375,43325,0.174,2303.95,0.018
-41406,43356,0.18,2304.5,0.019
-41435,43385,0.171,2305.05,0.018
-41465,43415,0.176,2305.6,0.018
-41495,43445,0.178,2306.15,0.018
-41525,43475,0.164,2306.7,0.017
-41557,43507,0.177,2307.25,0.018
-41587,43537,0.186,2307.8,0.019
-41616,43566,0.192,2308.35,0.02
-41643,43593,0.182,2308.9,0.019
-41672,43622,0.174,2309.45,0.018
-41703,43653,0.195,2310,0.02
-41730,43680,0.174,2310.55,0.018
-41761,43711,0.198,2311.1,0.02
-41788,43738,0.182,2311.65,0.019
-41817,43767,0.182,2312.2,0.019
-41846,43796,0.176,2312.75,0.018
-41877,43827,0.193,2313.3,0.02
-41904,43854,0.196,2313.85,0.02
-41932,43882,0.187,2314.4,0.019
-41961,43911,0.181,2314.95,0.018
-41990,43940,0.174,2315.5,0.018
-42021,43971,0.186,2316.05,0.019
-42050,44000,0.212,2316.6,0.022
-42076,44026,0.187,2317.15,0.019
-42105,44055,0.182,2317.7,0.018
-42134,44084,0.173,2318.25,0.018
-42166,44116,0.184,2318.8,0.019
-42195,44145,0.191,2319.35,0.019
-42224,44174,0.194,2319.9,0.02
-42252,44202,0.204,2320.45,0.021
-42278,44228,0.202,2321,0.02
-42306,44256,0.201,2321.55,0.02
-42333,44283,0.204,2322.1,0.021
-42359,44309,0.209,2322.65,0.021
-42386,44336,0.211,2323.2,0.021
-42412,44362,0.183,2323.75,0.018
-42442,44392,0.108,2324.3,0.011
-42492,44442,0.107,2324.85,0.011
-42544,44494,0.108,2325.4,0.011
-42595,44545,0.093,2325.95,0.009
-42654,44604,0.098,2326.5,0.01
-42711,44661,0.098,2327.05,0.01
-42767,44717,0.105,2327.6,0.01
-42819,44769,0.097,2328.15,0.01
-42876,44826,0.112,2328.7,0.011
-42926,44876,0.124,2329.25,0.012
-42971,44921,0.108,2329.8,0.011
-43023,44973,0.108,2330.35,0.011
-43074,45024,0.118,2330.9,0.012
-43121,45071,0.082,2331.45,0.008
-43189,45139,0.125,2332,0.012
-43234,45184,0.088,2332.55,0.009
-43297,45247,0.102,2333.1,0.01
-43352,45302,0.1,2333.65,0.01
-43408,45358,0.09,2334.2,0.009
-43471,45421,0.082,2334.75,0.008
-43539,45489,0.104,2335.3,0.01
-43593,45543,0.093,2335.85,0.009
-43654,45604,0.098,2336.4,0.009
-43712,45662,0.093,2336.95,0.009
-43772,45722,0.111,2337.5,0.011
-43823,45773,0.114,2338.05,0.011
-43873,45823,0.098,2338.6,0.01
-43931,45881,0.125,2339.15,0.012
-43976,45926,0.145,2339.7,0.014
-44015,45965,0.149,2340.25,0.014
-44054,46004,0.129,2340.8,0.012
-44098,46048,0.101,2341.35,0.01
-44155,46105,0.137,2341.9,0.013
-44196,46146,0.136,2342.45,0.013
-44238,46188,0.125,2343,0.012
-44284,46234,0.151,2343.55,0.014
-44322,46272,0.162,2344.1,0.015
-44358,46308,0.14,2344.65,0.013
-44399,46349,0.165,2345.2,0.016
-44434,46384,0.157,2345.75,0.015
-44471,46421,0.158,2346.3,0.015
-44507,46457,0.151,2346.85,0.014
-44546,46496,0.121,2347.4,0.011
-44594,46544,0.156,2347.95,0.015
-44631,46581,0.16,2348.5,0.015
-44667,46617,0.169,2349.05,0.016
-44702,46652,0.169,2349.6,0.016
-44736,46686,0.162,2350.15,0.015
-44772,46722,0.116,2350.7,0.011
-44823,46773,0.091,2351.25,0.009
-44887,46837,0.116,2351.8,0.011
-44937,46887,0.127,2352.35,0.012
-44984,46934,0.114,2352.9,0.011
-45035,46985,0.125,2353.45,0.012
-45082,47032,0.137,2354,0.013
-45125,47075,0.12,2354.55,0.011
-45174,47124,0.156,2355.1,0.015
-45212,47162,0.139,2355.65,0.013
-45254,47204,0.141,2356.2,0.013
-45296,47246,0.142,2356.75,0.013
-45338,47288,0.137,2357.3,0.013
-45381,47331,0.115,2357.85,0.011
-45433,47383,0.139,2358.4,0.013
-45475,47425,0.117,2358.95,0.011
-45527,47477,0.151,2359.5,0.014
-45566,47516,0.133,2360.05,0.012
-45611,47561,0.143,2360.6,0.013
-45653,47603,0.123,2361.15,0.011
-45701,47651,0.126,2361.7,0.012
-45749,47699,0.133,2362.25,0.012
-45794,47744,0.14,2362.8,0.013
-45837,47787,0.133,2363.35,0.012
-45882,47832,0.134,2363.9,0.012
-45928,47878,0.132,2364.45,0.012
-45973,47923,0.149,2365,0.014
-46014,47964,0.145,2365.55,0.013
-46055,48005,0.134,2366.1,0.012
-46100,48050,0.148,2366.65,0.013
-46141,48091,0.135,2367.2,0.012
-46186,48136,0.138,2367.75,0.012
-46231,48181,0.145,2368.3,0.013
-46273,48223,0.134,2368.85,0.012
-46318,48268,0.126,2369.4,0.011
-46366,48316,0.137,2369.95,0.012
-46411,48361,0.151,2370.5,0.013
-46451,48401,0.13,2371.05,0.012
-46498,48448,0.136,2371.6,0.012
-46544,48494,0.149,2372.15,0.013
-46585,48535,0.131,2372.7,0.012
-46632,48582,0.144,2373.25,0.013
-46675,48625,0.129,2373.8,0.011
-46722,48672,0.151,2374.35,0.013
-46764,48714,0.138,2374.9,0.012
-46808,48758,0.129,2375.45,0.011
-46856,48806,0.143,2376,0.013
-46900,48850,0.158,2376.55,0.014
-46939,48889,0.148,2377.1,0.013
-46981,48931,0.149,2377.65,0.013
-47023,48973,0.15,2378.2,0.013
-47065,49015,0.138,2378.75,0.012
-47110,49060,0.129,2379.3,0.011
-47159,49109,0.133,2379.85,0.012
-47206,49156,0.142,2380.4,0.012
-47250,49200,0.156,2380.95,0.014
-47290,49240,0.159,2381.5,0.014
-47330,49280,0.163,2382.05,0.014
-47368,49318,0.179,2382.6,0.016
-47404,49354,0.155,2383.15,0.013
-47444,49394,0.162,2383.7,0.014
-47483,49433,0.152,2384.25,0.013
-47525,49475,0.16,2384.8,0.014
-47565,49515,0.165,2385.35,0.014
-47603,49553,0.17,2385.9,0.015
-47641,49591,0.144,2386.45,0.012
-47685,49635,0.147,2387,0.013
-47728,49678,0.169,2387.55,0.015
-47766,49716,0.172,2388.1,0.015
-47803,49753,0.164,2388.65,0.014
-47842,49792,0.174,2389.2,0.015
-47879,49829,0.166,2389.75,0.014
-47918,49868,0.155,2390.3,0.013
-47959,49909,0.16,2390.85,0.014
-47999,49949,0.17,2391.4,0.015
-48037,49987,0.169,2391.95,0.014
-48075,50025,0.153,2392.5,0.013
-48118,50068,0.183,2393.05,0.016
-48153,50103,0.164,2393.6,0.014
-48192,50142,0.185,2394.15,0.016
-48227,50177,0.176,2394.7,0.015
-48264,50214,0.172,2395.25,0.015
-48302,50252,0.16,2395.8,0.013
-48343,50293,0.173,2396.35,0.015
-48381,50331,0.165,2396.9,0.014
-48420,50370,0.157,2397.45,0.013
-48462,50412,0.171,2398,0.014
-48500,50450,0.179,2398.55,0.015
-48537,50487,0.172,2399.1,0.014
-48575,50525,0.172,2399.65,0.014
-48613,50563,0.181,2400.2,0.015
-48650,50600,0.17,2400.75,0.014
-48688,50638,0.18,2401.3,0.015
-48725,50675,0.176,2401.85,0.015
-48763,50713,0.164,2402.4,0.014
-48803,50753,0.169,2402.95,0.014
-48842,50792,0.17,2403.5,0.014
-48882,50832,0.182,2404.05,0.015
-48918,50868,0.171,2404.6,0.014
-48957,50907,0.181,2405.15,0.015
-48994,50944,0.174,2405.7,0.014
-49033,50983,0.171,2406.25,0.014
-49072,51022,0.186,2406.8,0.015
-49108,51058,0.166,2407.35,0.014
-49148,51098,0.175,2407.9,0.014
-49187,51137,0.185,2408.45,0.015
-49223,51173,0.186,2409,0.015
-49259,51209,0.179,2409.55,0.015
-49297,51247,0.183,2410.1,0.015
-49334,51284,0.177,2410.65,0.014
-49372,51322,0.186,2411.2,0.015
-49409,51359,0.179,2411.75,0.015
-49447,51397,0.172,2412.3,0.014
-49486,51436,0.185,2412.85,0.015
-49523,51473,0.193,2413.4,0.016
-49558,51508,0.171,2413.95,0.014
-49598,51548,0.182,2414.5,0.015
-49636,51586,0.208,2415.05,0.017
-49668,51618,0.202,2415.6,0.016
-49702,51652,0.185,2416.15,0.015
-49740,51690,0.161,2416.7,0.013
-49782,51732,0.13,2417.25,0.01
-49835,51785,0.2,2417.8,0.016
-49870,51820,0.194,2418.35,0.015
-49906,51856,0.172,2418.9,0.014
-49946,51896,0.171,2419.45,0.014
-49986,51936,0.212,2420,0.017
-50019,51969,0.148,2420.55,0.012
-50066,52016,0.088,2421.1,0.007
-50145,52095,0.11,2421.65,0.009
-50208,52158,0.099,2422.2,0.008
-50278,52228,0.112,2422.75,0.009
-50341,52291,0.089,2423.3,0.007
-50419,52369,0.103,2423.85,0.008
-50487,52437,0.108,2424.4,0.008
-50552,52502,0.121,2424.95,0.009
-50610,52560,0.1,2425.5,0.008
-50680,52630,0.118,2426.05,0.009
-50740,52690,0.172,2426.6,0.013
-50781,52731,0.197,2427.15,0.015
-50817,52767,0.131,2427.7,0.01
-50871,52821,0.101,2428.25,0.008
-50941,52891,0.092,2428.8,0.007
-51018,52968,0.11,2429.35,0.008
-51082,53032,0.106,2429.9,0.008
-51149,53099,0.113,2430.45,0.009
-51212,53162,0.148,2431,0.011
-51261,53211,0.182,2431.55,0.014
-51300,53250,0.173,2432.1,0.013
-51341,53291,0.167,2432.65,0.013
-51384,53334,0.157,2433.2,0.012
-51430,53380,0.174,2433.75,0.013
-51471,53421,0.186,2434.3,0.014
-51510,53460,0.196,2434.85,0.015
-51547,53497,0.163,2435.4,0.012
-51591,53541,0.101,2435.95,0.008
-51662,53612,0.116,2436.5,0.009
-51725,53675,0.098,2437.05,0.007
-51799,53749,0.103,2437.6,0.008
-51869,53819,0.128,2438.15,0.01
-51926,53876,0.12,2438.7,0.009
-51987,53937,0.109,2439.25,0.008
-52053,54003,0.087,2439.8,0.007
-52137,54087,0.125,2440.35,0.009
-52196,54146,0.122,2440.9,0.009
-52256,54206,0.151,2441.45,0.011
-52304,54254,0.14,2442,0.011
-52357,54307,0.154,2442.55,0.011
-52405,54355,0.166,2443.1,0.012
-52449,54399,0.153,2443.65,0.011
-52497,54447,0.158,2444.2,0.012
-52544,54494,0.157,2444.75,0.012
-52591,54541,0.141,2445.3,0.011
-52644,54594,0.151,2445.85,0.011
-52693,54643,0.153,2446.4,0.011
-52742,54692,0.16,2446.95,0.012
-52788,54738,0.163,2447.5,0.012
-52834,54784,0.165,2448.05,0.012
-52879,54829,0.159,2448.6,0.012
-52926,54876,0.17,2449.15,0.013
-52970,54920,0.159,2449.7,0.012
-53018,54968,0.151,2450.25,0.011
-53067,55017,0.164,2450.8,0.012
-53113,55063,0.171,2451.35,0.012
-53157,55107,0.154,2451.9,0.011
-53206,55156,0.153,2452.45,0.011
-53256,55206,0.154,2453,0.011
-53305,55255,0.164,2453.55,0.012
-53351,55301,0.175,2454.1,0.013
-53394,55344,0.181,2454.65,0.013
-53436,55386,0.179,2455.2,0.013
-53479,55429,0.19,2455.75,0.014
-53519,55469,0.163,2456.3,0.012
-53566,55516,0.194,2456.85,0.014
-53605,55555,0.188,2457.4,0.013
-53646,55596,0.183,2457.95,0.013
-53688,55638,0.163,2458.5,0.012
-53735,55685,0.191,2459.05,0.014
-53775,55725,0.191,2459.6,0.014
-53815,55765,0.137,2460.15,0.01
-53872,55822,0.137,2460.7,0.01
-53928,55878,0.157,2461.25,0.011
-53977,55927,0.196,2461.8,0.014
-54017,55967,0.187,2462.35,0.013
-54058,56008,0.121,2462.9,0.009
-54123,56073,0.116,2463.45,0.008
-54190,56140,0.116,2464,0.008
-54257,56207,0.111,2464.55,0.008
-54328,56278,0.149,2465.1,0.011
-54380,56330,0.158,2465.65,0.011
-54430,56380,0.2,2466.2,0.014
-54469,56419,0.168,2466.75,0.012
-54516,56466,0.19,2467.3,0.013
-54557,56507,0.168,2467.85,0.012
-54604,56554,0.142,2468.4,0.01
-54659,56609,0.192,2468.95,0.013
-54701,56651,0.185,2469.5,0.013
-54743,56693,0.208,2470.05,0.014
-54782,56732,0.196,2470.6,0.014
-54822,56772,0.21,2471.15,0.015
-54860,56810,0.19,2471.7,0.013
-54902,56852,0.129,2472.25,0.009
-54964,56914,0.125,2472.8,0.009
-55028,56978,0.107,2473.35,0.007
-55102,57052,0.151,2473.9,0.01
-55155,57105,0.211,2474.45,0.014
-55194,57144,0.208,2475,0.014
-55232,57182,0.163,2475.55,0.011
-55281,57231,0.132,2476.1,0.009
-55342,57292,0.106,2476.65,0.007
-55418,57368,0.116,2477.2,0.008
-55488,57438,0.1,2477.75,0.007
-55569,57519,0.116,2478.3,0.008
-55639,57589,0.085,2478.85,0.006
-55735,57685,0.1,2479.4,0.007
-55816,57766,0.106,2479.95,0.007
-55893,57843,0.091,2480.5,0.006
-55983,57933,0.101,2481.05,0.007
-56064,58014,0.124,2481.6,0.008
-56129,58079,0.111,2482.15,0.007
-56203,58153,0.124,2482.7,0.008
-56269,58219,0.118,2483.25,0.008
-56339,58289,0.116,2483.8,0.008
-56411,58361,0.113,2484.35,0.008
-56484,58434,0.101,2484.9,0.007
-56566,58516,0.121,2485.45,0.008
-56634,58584,0.146,2486,0.01
-56691,58641,0.112,2486.55,0.007
-56765,58715,0.107,2487.1,0.007
-56843,58793,0.13,2487.65,0.009
-56907,58857,0.103,2488.2,0.007
-56988,58938,0.098,2488.75,0.006
-57074,59024,0.106,2489.3,0.007
-57153,59103,0.097,2489.85,0.006
-57239,59189,0.093,2490.4,0.006
-57329,59279,0.095,2490.95,0.006
-57417,59367,0.089,2491.5,0.006
-57512,59462,0.087,2492.05,0.006
-57608,59558,0.09,2492.6,0.006
-57702,59652,0.103,2493.15,0.007
-57784,59734,0.111,2493.7,0.007
-57861,59811,0.11,2494.25,0.007
-57938,59888,0.078,2494.8,0.005
-58047,59997,0.099,2495.35,0.006
-58133,60083,0.084,2495.9,0.005
-58235,60185,0.089,2496.45,0.006
-58331,60281,0.082,2497,0.005
-58435,60385,0.095,2497.55,0.006
-58526,60476,0.091,2498.1,0.006
-58620,60570,0.089,2498.65,0.006
-58716,60666,0.076,2499.2,0.005
-58830,60780,0.104,2499.75,0.007
-58913,60863,0.099,2500.3,0.006
-59001,60951,0.113,2500.85,0.007
-59077,61027,0.113,2501.4,0.007
-59154,61104,0.111,2501.95,0.007
-59232,61182,0.109,2502.5,0.007
-59312,61262,0.102,2503.05,0.006
-59397,61347,0.122,2503.6,0.008
-59469,61419,0.116,2504.15,0.007
-59544,61494,0.175,2504.7,0.011
-59594,61544,0.178,2505.25,0.011
-59644,61594,0.17,2505.8,0.011
-59695,61645,0.16,2506.35,0.01
-59751,61701,0.156,2506.9,0.01
-59807,61757,0.105,2507.45,0.007
-59891,61841,0.082,2508,0.005
-59998,61948,0.094,2508.55,0.006
-60092,62042,0.082,2509.1,0.005
-60201,62151,0.085,2509.65,0.005
-60305,62255,0.087,2510.2,0.005
-60407,62357,0.09,2510.75,0.006
-60506,62456,0.101,2511.3,0.006
-60594,62544,0.097,2511.85,0.006
-60686,62636,0.12,2512.4,0.007
-60761,62711,0.097,2512.95,0.006
-60854,62804,0.087,2513.5,0.005
-60958,62908,0.081,2514.05,0.005
-61069,63019,0.077,2514.6,0.005
-61186,63136,0.071,2515.15,0.004
-61313,63263,0.093,2515.7,0.006
-61411,63361,0.077,2516.25,0.005
-61529,63479,0.085,2516.8,0.005
-61636,63586,0.093,2517.35,0.006
-61734,63684,0.093,2517.9,0.006
-61832,63782,0.093,2518.45,0.006
-61930,63880,0.096,2519,0.006
-62025,63975,0.087,2519.55,0.005
-62130,64080,0.09,2520.1,0.005
-62232,64182,0.111,2520.65,0.007
-62314,64264,0.085,2521.2,0.005
-62423,64373,0.099,2521.75,0.006
-62516,64466,0.09,2522.3,0.005
-62618,64568,0.087,2522.85,0.005
